transaction_id,event_ts,province,channel,merchant_category,customer_segment,amount_cad,risk_score,risk_tier,reason_code,is_fraud
TX0046184,2026-02-11 04:46:00,BC,E-commerce,Electronics,Affluent,30.05,0.9616728808410726,Critical,"international, unusual hour",0
TX0000491,2026-05-11 00:47:00,ON,E-commerce,Electronics,Student,228.8,0.9616246536163047,Critical,"international, unusual hour",0
TX0005634,2026-07-28 00:53:00,ON,E-commerce,Dining,Small business,176.22,0.9615956927079997,Critical,"international, unusual hour",1
TX0013985,2026-07-12 00:26:00,ON,E-commerce,Digital services,Affluent,84.07,0.9613763939613172,Critical,"international, unusual hour",0
TX0024552,2026-07-25 06:20:00,ON,E-commerce,Other,Everyday,153.39,0.9612874011912651,Critical,international,0
TX0045516,2026-02-16 06:25:00,ON,E-commerce,Electronics,New-to-bank,74.71,0.9612730819192286,Critical,international,0
TX0007146,2026-06-02 07:05:00,ON,E-commerce,Grocery,Small business,27.6,0.9611585383964252,Critical,"international, high velocity",0
TX0034757,2026-06-16 16:06:00,QC,E-commerce,Digital services,Student,1051.19,0.9611490616865243,Critical,high amount,0
TX0034132,2026-08-13 13:25:00,AB,E-commerce,Digital services,Everyday,118.84,0.9608760218739768,Critical,international,0
TX0015517,2026-02-01 12:27:00,AB,E-commerce,Other,Everyday,357.76,0.9608138069130594,Critical,international,0
TX0042368,2026-01-04 09:17:00,ON,E-commerce,Electronics,Everyday,1172.76,0.9607661951167782,Critical,high amount,0
TX0010396,2026-08-08 00:07:00,QC,Mobile wallet,Travel,Everyday,660.57,0.9606823844057638,Critical,"international, high amount, unusual hour",1
TX0036833,2026-01-06 09:51:00,QC,E-commerce,Travel,Everyday,251.09,0.9603359767048546,Critical,international,0
TX0012648,2026-02-08 03:41:00,ON,E-commerce,Electronics,Everyday,1406.02,0.9603325727425644,Critical,"high amount, unusual hour",0
TX0031410,2026-01-31 07:54:00,QC,E-commerce,Travel,Small business,178.43,0.9601797500950907,Critical,"international, distance anomaly",0
TX0019003,2026-05-18 04:31:00,BC,Point of sale,Travel,Small business,1041.96,0.9598577370961306,Critical,"international, high amount, unusual hour",0
TX0032115,2026-05-20 08:15:00,ON,E-commerce,Electronics,Everyday,639.93,0.9595668333582874,Critical,"low device trust, high amount",0
TX0016115,2026-08-14 16:10:00,ON,E-commerce,Travel,Affluent,1179.65,0.9594566813709193,Critical,high amount,0
TX0019081,2026-02-08 07:38:00,ON,E-commerce,Travel,Student,171.5,0.959264102011103,Critical,international,0
TX0031406,2026-01-02 03:54:00,BC,E-commerce,Travel,New-to-bank,502.27,0.9591036674941891,Critical,"international, high amount, unusual hour",0
TX0017834,2026-06-11 15:09:00,ON,Point of sale,Travel,Everyday,1339.51,0.9590385454442318,Critical,"international, high amount",0
TX0016785,2026-06-27 04:11:00,AB,Point of sale,Electronics,Small business,1756.61,0.9589653444816197,Critical,"high amount, unusual hour",0
TX0053935,2026-04-19 13:49:00,AB,E-commerce,Other,Student,6.17,0.9589629717557085,Critical,international,0
TX0019679,2026-06-13 01:44:00,ON,E-commerce,Fuel,Small business,1364.44,0.9588461402793426,Critical,"high amount, unusual hour",0
TX0006797,2026-08-14 00:08:00,AB,E-commerce,Travel,Student,277.85,0.9587793151455505,Critical,"international, unusual hour, new account",1
TX0038542,2026-02-09 12:28:00,AB,E-commerce,Dining,Affluent,346.09,0.9586922056370945,Critical,international,0
TX0031217,2026-03-13 03:25:00,AB,E-commerce,Other,Everyday,264.68,0.9583762214996849,Critical,"international, unusual hour",0
TX0017197,2026-03-14 01:26:00,ON,E-commerce,Grocery,Small business,362.18,0.9582943699286671,Critical,"international, unusual hour",1
TX0018679,2026-02-19 06:05:00,QC,Mobile wallet,Dining,Everyday,922.04,0.9582618175858327,Critical,"low device trust, high velocity, high amount",0
TX0010011,2026-01-05 11:48:00,AB,E-commerce,Other,New-to-bank,341.75,0.9580518482271584,Critical,international,0
TX0005545,2026-02-24 00:00:00,AB,E-commerce,Dining,Everyday,615.61,0.957970922913615,Critical,"international, high amount, unusual hour",0
TX0008198,2026-05-11 07:39:00,ON,E-commerce,Grocery,Everyday,229.05,0.9579152196496377,Critical,international,0
TX0035014,2026-02-23 15:55:00,QC,E-commerce,Digital services,Everyday,48.34,0.9577305250496033,Critical,"international, high velocity",0
TX0044766,2026-04-14 01:22:00,QC,E-commerce,Digital services,New-to-bank,59.35,0.9573581770431295,Critical,"international, unusual hour",0
TX0058994,2026-08-17 08:56:00,QC,E-commerce,Other,Affluent,162.16,0.9573381090942332,Critical,international,0
TX0009524,2026-06-08 04:51:00,AB,E-commerce,Digital services,Everyday,86.87,0.9570865999997431,Critical,"international, unusual hour",0
TX0043755,2026-05-29 06:55:00,ON,Mobile wallet,Electronics,Affluent,268.06,0.9568405390903554,Critical,international,0
TX0051709,2026-06-28 17:58:00,ON,ATM,Travel,Small business,1175.91,0.9567757705510271,Critical,"international, high amount",0
TX0013236,2026-07-28 00:49:00,QC,E-commerce,Digital services,Everyday,39.05,0.9567329989779856,Critical,"international, unusual hour",1
TX0041220,2026-07-30 20:34:00,AB,E-commerce,Digital services,Affluent,25.38,0.956646408408533,Critical,international,1
TX0010532,2026-05-14 21:01:00,ON,E-commerce,Fuel,Everyday,542.62,0.956277416588082,Critical,"international, high amount",0
TX0041719,2026-04-23 10:14:00,QC,E-commerce,Travel,Affluent,741.91,0.9559172711449604,Critical,"international, high amount",0
TX0040711,2026-07-26 03:35:00,ON,Point of sale,Grocery,New-to-bank,1452.05,0.9558084637298623,Critical,"high amount, unusual hour",0
TX0034940,2026-02-23 00:53:00,QC,E-commerce,Electronics,Affluent,245.02,0.9556317512530258,Critical,"international, unusual hour",1
TX0049945,2026-05-18 01:38:00,NS,E-commerce,Travel,Affluent,8.23,0.9551756031253739,Critical,"international, unusual hour, distance anomaly",0
TX0022632,2026-05-14 18:51:00,QC,E-commerce,Travel,Student,192.35,0.9550295026657615,Critical,"international, distance anomaly",1
TX0042855,2026-01-20 08:28:00,AB,E-commerce,Digital services,Student,1051.53,0.9550139898482871,Critical,high amount,0
TX0012533,2026-05-10 22:31:00,QC,E-commerce,Grocery,Everyday,1007.45,0.9549948431848776,Critical,high amount,0
TX0030963,2026-01-07 20:27:00,AB,ATM,Electronics,Affluent,1412.3,0.9546026354029121,Critical,high amount,0
TX0026356,2026-04-06 07:12:00,ON,E-commerce,Dining,Affluent,98.43,0.9543645547594646,Critical,"international, low device trust",0
TX0015621,2026-03-26 00:00:00,QC,E-commerce,Digital services,Affluent,27.76,0.9543500732183795,Critical,"international, unusual hour",0
TX0033218,2026-04-23 14:11:00,BC,E-commerce,Dining,Student,238.74,0.9541169580011635,Critical,international,0
TX0052283,2026-02-13 00:55:00,QC,Point of sale,Dining,Everyday,820.03,0.9535602102208877,Critical,"international, high amount, unusual hour",0
TX0057711,2026-04-25 05:06:00,QC,E-commerce,Digital services,Affluent,176.62,0.9532737287572404,Critical,international,0
TX0003768,2026-05-30 01:22:00,AB,E-commerce,Grocery,Affluent,539.87,0.9531329321878794,Critical,"low device trust, high velocity, high amount",0
TX0054379,2026-06-14 09:31:00,ON,E-commerce,Fuel,Everyday,340.54,0.9530546299882774,Critical,"international, low device trust",1
TX0000832,2026-03-24 09:36:00,BC,E-commerce,Electronics,Student,413.21,0.9530476177950585,Critical,international,0
TX0036691,2026-05-10 06:35:00,QC,E-commerce,Digital services,Everyday,59.95,0.9529774298960935,Critical,international,0
TX0015084,2026-02-11 00:33:00,QC,E-commerce,Cash,Student,1221.29,0.9528693190247113,Critical,"high amount, unusual hour",0
TX0006096,2026-02-03 15:34:00,ON,E-commerce,Travel,New-to-bank,565.09,0.9527545150103914,Critical,"international, high amount",0
TX0044182,2026-02-04 18:05:00,BC,E-commerce,Digital services,Everyday,149.83,0.952459410154482,Critical,international,0
TX0055059,2026-04-24 06:18:00,ON,E-commerce,Dining,Small business,210.75,0.9524097035326942,Critical,"international, high velocity",0
TX0028402,2026-05-25 18:50:00,SK,E-commerce,Electronics,Everyday,353.1,0.9523907836039048,Critical,international,0
TX0039312,2026-04-04 12:10:00,QC,E-commerce,Electronics,New-to-bank,377.31,0.951986025372115,Critical,international,0
TX0056432,2026-01-31 13:00:00,QC,E-commerce,Other,Small business,1235.79,0.9518802987907714,Critical,high amount,0
TX0006101,2026-07-24 00:30:00,BC,Point of sale,Electronics,Everyday,967.96,0.9517031335602961,Critical,"low device trust, high velocity, high amount",0
TX0012906,2026-07-30 20:49:00,ON,E-commerce,Dining,Everyday,565.09,0.9513637977793817,Critical,"international, high amount",0
TX0044844,2026-08-09 14:10:00,ON,E-commerce,Electronics,Student,1114.33,0.9513594396693332,Critical,high amount,0
TX0029494,2026-07-24 01:07:00,AB,E-commerce,Grocery,Everyday,154.79,0.9513288990769514,Critical,"international, unusual hour",0
TX0029749,2026-01-01 22:34:00,BC,E-commerce,Travel,Everyday,459.1,0.9512489151350014,Critical,"international, distance anomaly",0
TX0006527,2026-06-17 01:49:00,QC,E-commerce,Travel,Affluent,320.34,0.9512179771675776,Critical,"international, unusual hour",0
TX0027006,2026-08-08 14:18:00,BC,E-commerce,Travel,Small business,587.42,0.9510744384592562,Critical,"international, high amount",1
TX0057365,2026-06-12 13:11:00,AB,E-commerce,Grocery,Everyday,10.76,0.950950100570587,Critical,international,0
TX0055631,2026-02-01 18:14:00,ON,Point of sale,Electronics,Affluent,827.63,0.950910818864272,Critical,"international, high amount",0
TX0007823,2026-04-07 05:33:00,ON,Mobile wallet,Dining,Small business,413.13,0.9507754471617987,Critical,"international, high velocity",0
TX0031730,2026-04-05 11:07:00,ON,Recurring,Electronics,Everyday,1048.32,0.9504696973623911,Critical,"international, high amount",0
TX0021540,2026-03-22 18:11:00,ON,E-commerce,Travel,Everyday,145.26,0.9504486808321941,Critical,"international, low device trust",0
TX0034754,2026-07-29 01:17:00,QC,E-commerce,Travel,Student,229.79,0.9501154198718973,Critical,"international, unusual hour",0
TX0055153,2026-05-06 03:31:00,QC,Point of sale,Electronics,New-to-bank,443.27,0.9500770905167659,Critical,"international, low device trust, unusual hour",1
TX0017503,2026-06-28 08:49:00,QC,E-commerce,Travel,Affluent,298.99,0.9497390857105116,Critical,international,1
TX0032831,2026-06-18 19:29:00,QC,Point of sale,Travel,Student,613.35,0.9496085179093261,Critical,"international, low device trust, high amount",0
TX0020196,2026-06-11 17:47:00,ON,E-commerce,Electronics,Student,1038.6,0.9495027353085018,Critical,high amount,0
TX0006457,2026-01-29 18:17:00,ON,E-commerce,Other,Everyday,89.02,0.9493365132524821,Critical,"international, low device trust",1
TX0040449,2026-08-21 18:41:00,ON,E-commerce,Other,Everyday,334.35,0.9493206450077698,Critical,international,0
TX0039160,2026-06-21 06:30:00,BC,E-commerce,Travel,Everyday,821.01,0.9493130650992578,Critical,"high velocity, high amount",0
TX0004275,2026-07-05 09:39:00,ON,E-commerce,Fuel,Everyday,10.37,0.9492741333962738,Critical,"international, low device trust",0
TX0000367,2026-06-28 11:26:00,ON,E-commerce,Dining,Small business,68.24,0.9488560628088285,Critical,"international, distance anomaly",0
TX0029240,2026-06-25 04:49:00,ON,E-commerce,Travel,Student,188.36,0.9484914782323066,Critical,"international, unusual hour",1
TX0018367,2026-04-06 05:45:00,MB,ATM,Fuel,Everyday,1177.14,0.9484357148449466,Critical,"international, high amount",0
TX0021097,2026-08-10 16:01:00,MB,E-commerce,Grocery,Everyday,319.63,0.9483520145537349,Critical,international,0
TX0013641,2026-07-01 21:59:00,AB,E-commerce,Digital services,Small business,484.73,0.9483046933797654,Critical,international,0
TX0031556,2026-04-22 05:16:00,ON,E-commerce,Electronics,Student,69.04,0.9481409424591452,Critical,international,1
TX0000009,2026-08-07 14:24:00,BC,Mobile wallet,Other,Everyday,621.69,0.947974090578855,Critical,"international, high amount",0
TX0020601,2026-07-17 06:36:00,MB,E-commerce,Other,Affluent,542.21,0.9479506623472236,Critical,"international, high amount",0
TX0039607,2026-02-22 02:52:00,ON,E-commerce,Electronics,Student,86.32,0.9479283385141285,Critical,"international, unusual hour",0
TX0058058,2026-06-13 06:36:00,ON,E-commerce,Digital services,Affluent,115.97,0.9478511900026203,Critical,international,0
TX0024312,2026-07-28 04:53:00,ON,ATM,Dining,Student,592.85,0.9477258930613036,Critical,"international, high velocity, high amount",0
TX0019613,2026-08-10 02:48:00,ON,ATM,Dining,Affluent,210.98,0.9475336636143051,Critical,"international, low device trust, unusual hour",1
TX0013164,2026-05-28 10:55:00,NS,E-commerce,Cash,Small business,395.97,0.9474260198617868,Critical,international,0
TX0057887,2026-04-06 23:38:00,AB,E-commerce,Electronics,Affluent,721.81,0.9473021424118285,Critical,"high amount, unusual hour",0
TX0005225,2026-04-15 07:15:00,ON,E-commerce,Digital services,Small business,184.45,0.9472537214091622,Critical,international,0
TX0056343,2026-01-10 01:49:00,ON,ATM,Electronics,Small business,537.72,0.9470828497286298,Critical,"international, high amount, unusual hour",1
TX0051136,2026-05-29 15:16:00,QC,E-commerce,Travel,Everyday,497.53,0.9470102097956613,Critical,international,1
TX0014662,2026-03-21 23:40:00,AB,E-commerce,Other,Everyday,130.39,0.947005996806124,Critical,"international, low device trust, unusual hour",1
TX0056400,2026-03-12 05:28:00,AB,E-commerce,Digital services,Affluent,8.0,0.9469969674844497,Critical,international,0
TX0019592,2026-07-06 11:20:00,QC,E-commerce,Travel,Affluent,118.26,0.9468473715787077,Critical,international,0
TX0002232,2026-04-01 00:19:00,BC,Point of sale,Electronics,Everyday,1038.92,0.9467583316338826,Critical,"low device trust, high amount, unusual hour",0
TX0032287,2026-04-10 02:48:00,ON,E-commerce,Electronics,Everyday,105.84,0.9467574684509898,Critical,"international, unusual hour",0
TX0027915,2026-02-28 22:10:00,ON,Point of sale,Travel,Everyday,1369.71,0.9466239052016945,Critical,"international, high amount",0
TX0002214,2026-03-15 15:47:00,ON,Point of sale,Electronics,Everyday,644.89,0.9466005442470669,Critical,"international, high amount",0
TX0042125,2026-07-20 04:14:00,QC,Mobile wallet,Other,Everyday,560.6,0.9465457668923343,Critical,"international, high amount, unusual hour",1
TX0009717,2026-03-14 11:24:00,ON,E-commerce,Travel,Everyday,119.06,0.9465179313068667,Critical,international,0
TX0036012,2026-07-05 04:48:00,ON,E-commerce,Electronics,Small business,424.7,0.9464913487150858,Critical,"international, unusual hour",0
TX0027142,2026-07-08 13:56:00,QC,E-commerce,Grocery,Affluent,23.49,0.9463398111503665,Critical,international,0
TX0052857,2026-08-12 03:02:00,ON,Mobile wallet,Electronics,Everyday,41.33,0.9461764678934873,Critical,"international, unusual hour, distance anomaly",0
TX0057772,2026-04-30 13:30:00,ON,E-commerce,Fuel,Affluent,581.81,0.9460407021207093,Critical,"international, high amount",1
TX0036926,2026-03-16 05:50:00,QC,E-commerce,Electronics,Student,213.31,0.9459260620653911,Critical,international,0
TX0015643,2026-01-01 12:26:00,AB,Mobile wallet,Electronics,Everyday,1272.21,0.9456185360050675,Critical,high amount,0
TX0040344,2026-07-09 09:51:00,QC,Recurring,Travel,Everyday,130.5,0.9456158669193385,Critical,"international, low device trust, high velocity",1
TX0010518,2026-06-18 05:42:00,QC,E-commerce,Travel,New-to-bank,202.09,0.9454556337060913,Critical,international,0
TX0008283,2026-05-20 09:55:00,QC,E-commerce,Other,New-to-bank,826.6,0.9453268306157446,Critical,high amount,0
TX0028435,2026-07-14 03:39:00,ON,E-commerce,Travel,Everyday,409.09,0.9452364548841671,Critical,"international, unusual hour",0
TX0038736,2026-02-19 05:53:00,BC,E-commerce,Digital services,New-to-bank,61.95,0.94513770553185,Critical,international,0
TX0048634,2026-06-08 00:45:00,BC,Point of sale,Electronics,Affluent,832.71,0.9451141414835154,Critical,"international, high amount, unusual hour",0
TX0025563,2026-01-04 11:22:00,BC,E-commerce,Cash,Affluent,399.62,0.9451087310579716,Critical,international,0
TX0015266,2026-03-24 10:22:00,ON,Recurring,Travel,Everyday,1092.98,0.9448679428600507,Critical,"international, high amount",0
TX0036869,2026-06-18 17:56:00,QC,E-commerce,Electronics,Everyday,477.61,0.9446576058926462,Critical,international,0
TX0014894,2026-08-18 16:32:00,AB,E-commerce,Electronics,New-to-bank,267.29,0.9445817995321254,Critical,international,1
TX0029071,2026-03-24 14:05:00,AB,E-commerce,Dining,Student,308.87,0.9445332169324253,Critical,international,1
TX0009404,2026-07-05 08:43:00,QC,E-commerce,Travel,Student,70.59,0.944505862552538,Critical,international,0
TX0005088,2026-01-12 13:13:00,QC,E-commerce,Digital services,Student,122.34,0.9443760198492476,Critical,international,0
TX0048257,2026-06-09 04:18:00,QC,E-commerce,Grocery,Affluent,39.97,0.9443175915917615,Critical,"international, low device trust, unusual hour",1
TX0059075,2026-07-10 16:27:00,ON,E-commerce,Travel,Small business,145.56,0.9443045184677173,Critical,international,0
TX0010417,2026-08-16 23:04:00,ON,Point of sale,Travel,Everyday,704.62,0.9441750708112356,Critical,"international, high amount, unusual hour",0
TX0006917,2026-03-20 01:56:00,ON,E-commerce,Digital services,Affluent,25.38,0.9439740980840982,Critical,"international, unusual hour",0
TX0023784,2026-01-23 08:15:00,MB,E-commerce,Digital services,Everyday,257.0,0.9439671267213847,Critical,international,0
TX0010744,2026-04-26 05:05:00,MB,E-commerce,Fuel,Student,165.57,0.9437826481933607,Critical,international,0
TX0023103,2026-04-30 10:58:00,ON,Mobile wallet,Digital services,New-to-bank,1005.11,0.9437135443966129,Critical,"low device trust, high amount",0
TX0002652,2026-07-02 02:37:00,QC,E-commerce,Electronics,Everyday,917.96,0.9433816497140343,Critical,"high amount, unusual hour",0
TX0042050,2026-02-05 03:12:00,BC,E-commerce,Travel,Student,164.24,0.9431149879354045,Critical,"international, unusual hour",0
TX0001643,2026-06-30 09:08:00,ON,E-commerce,Dining,Everyday,46.43,0.9429856312296606,Critical,international,0
TX0051855,2026-01-25 17:30:00,ON,E-commerce,Electronics,Small business,797.54,0.9426255201247494,Critical,high amount,0
TX0001757,2026-05-06 06:21:00,ON,Recurring,Travel,Student,1147.54,0.9425727431143227,Critical,"international, high amount",0
TX0034829,2026-02-17 17:51:00,MB,E-commerce,Electronics,Student,1009.63,0.9424033643407604,Critical,high amount,0
TX0034289,2026-05-12 06:34:00,AB,E-commerce,Cash,Affluent,101.23,0.9420234433242732,Critical,international,0
TX0054085,2026-03-31 05:40:00,BC,E-commerce,Cash,Student,49.71,0.9420050902004085,Critical,"international, high velocity",1
TX0010334,2026-03-06 21:59:00,ON,E-commerce,Electronics,Affluent,485.56,0.9419288343077263,Critical,low device trust,0
TX0003052,2026-01-22 12:06:00,AB,E-commerce,Electronics,Student,88.78,0.9419041732944509,Critical,international,0
TX0021364,2026-05-26 16:35:00,AB,Mobile wallet,Cash,Everyday,1155.26,0.9418121644794891,Critical,high amount,0
TX0049665,2026-08-12 15:28:00,ON,E-commerce,Travel,Everyday,314.42,0.9417665127146777,Critical,international,0
TX0058797,2026-08-16 13:52:00,BC,Mobile wallet,Digital services,Everyday,42.19,0.9417183590986585,Critical,"international, high velocity",0
TX0053111,2026-05-25 05:17:00,QC,ATM,Travel,Affluent,276.2,0.9416057349196573,Critical,"international, distance anomaly",0
TX0058710,2026-01-30 04:05:00,NS,E-commerce,Fuel,Affluent,727.06,0.9415421541708835,Critical,"high velocity, high amount, unusual hour",0
TX0024273,2026-04-16 01:10:00,NS,E-commerce,Dining,Small business,188.54,0.9415111510739879,Critical,"international, unusual hour, distance anomaly",0
TX0025031,2026-08-14 23:33:00,BC,ATM,Digital services,Small business,968.56,0.9414355612449844,Critical,"international, high amount, unusual hour",0
TX0022873,2026-06-27 01:00:00,QC,E-commerce,Other,New-to-bank,250.4,0.9414298285972461,Critical,"international, unusual hour",0
TX0052868,2026-06-16 04:22:00,BC,E-commerce,Electronics,Everyday,266.44,0.9414067851417748,Critical,"international, unusual hour",0
TX0001228,2026-03-01 22:40:00,MB,E-commerce,Grocery,Everyday,61.14,0.9413840970987446,Critical,"international, high velocity",0
TX0025684,2026-04-15 16:25:00,BC,E-commerce,Other,New-to-bank,1173.73,0.9412727285338208,Critical,high amount,0
TX0030716,2026-07-12 16:00:00,ON,E-commerce,Other,Everyday,20.6,0.941269955968858,Critical,"international, low device trust",0
TX0016875,2026-08-10 05:30:00,NS,E-commerce,Travel,New-to-bank,286.93,0.9412476468742735,Critical,international,0
TX0058231,2026-02-13 01:59:00,ON,E-commerce,Electronics,Everyday,696.69,0.9411852909104029,Critical,"high amount, unusual hour",0
TX0051163,2026-03-06 02:16:00,ON,E-commerce,Grocery,Everyday,37.63,0.941075944326112,Critical,"international, unusual hour",0
TX0035851,2026-03-18 12:48:00,QC,E-commerce,Digital services,Student,143.51,0.9410185442946131,Critical,international,0
TX0017758,2026-06-30 15:02:00,AB,E-commerce,Other,Student,240.37,0.9409155256032357,Critical,"international, high velocity",0
TX0045162,2026-01-25 03:13:00,ON,E-commerce,Digital services,Everyday,19.62,0.9408386977448001,Critical,"international, unusual hour",0
TX0009798,2026-06-22 08:22:00,ON,E-commerce,Digital services,Everyday,976.91,0.9407739130449135,Critical,high amount,0
TX0029056,2026-03-28 06:01:00,MB,E-commerce,Grocery,New-to-bank,467.7,0.9406297525143844,Critical,"international, distance anomaly",1
TX0046397,2026-04-05 04:52:00,ON,E-commerce,Dining,Affluent,124.14,0.940563692730005,Critical,"international, unusual hour",0
TX0017075,2026-04-06 03:02:00,AB,E-commerce,Travel,Student,1342.84,0.9405236650113401,Critical,"high amount, unusual hour",0
TX0035696,2026-06-30 08:08:00,ON,Point of sale,Travel,Affluent,1554.02,0.9404456850676147,Critical,high amount,0
TX0040591,2026-04-07 00:07:00,QC,E-commerce,Digital services,Affluent,868.61,0.940373261965267,Critical,"high amount, unusual hour",0
TX0037683,2026-04-06 01:20:00,SK,E-commerce,Other,Everyday,148.73,0.9403677895780004,Critical,"international, unusual hour",0
TX0022982,2026-06-25 09:49:00,ON,E-commerce,Dining,Everyday,100.19,0.9402139027627033,Critical,"international, low device trust",0
TX0055384,2026-07-06 12:41:00,ON,Mobile wallet,Electronics,Everyday,1493.57,0.9401399758081551,Critical,high amount,0
TX0035775,2026-02-18 19:46:00,QC,E-commerce,Grocery,Affluent,16.17,0.9399647030873778,Critical,international,1
TX0032840,2026-06-07 03:52:00,AB,E-commerce,Grocery,Everyday,3.71,0.9399196162890018,Critical,"international, unusual hour",0
TX0013544,2026-04-22 10:07:00,AB,E-commerce,Electronics,Student,202.2,0.9398617432953013,Critical,international,0
TX0037570,2026-03-02 12:00:00,ON,E-commerce,Dining,Affluent,17.71,0.9397793439950852,Critical,international,0
TX0005501,2026-03-23 04:43:00,ON,E-commerce,Electronics,Small business,264.85,0.9395804539304831,Critical,"international, unusual hour",0
TX0053543,2026-03-01 07:55:00,ON,E-commerce,Electronics,Everyday,200.99,0.9394599046632078,Critical,international,1
TX0043345,2026-03-30 00:32:00,QC,E-commerce,Digital services,Everyday,63.39,0.9392722145396459,Critical,"international, unusual hour",0
TX0011512,2026-04-28 00:51:00,QC,Mobile wallet,Other,New-to-bank,129.91,0.9392338648814221,Critical,"international, unusual hour",1
TX0009960,2026-01-29 05:47:00,QC,E-commerce,Digital services,Everyday,973.33,0.9391599892775526,Critical,high amount,0
TX0039398,2026-07-15 06:19:00,SK,Point of sale,Travel,Everyday,738.19,0.9390633577210361,Critical,"international, high amount",0
TX0008166,2026-04-29 20:13:00,QC,ATM,Cash,Student,1645.54,0.9390068157258569,Critical,high amount,0
TX0004518,2026-07-09 05:57:00,QC,Mobile wallet,Digital services,Small business,68.9,0.9389042429298919,Critical,international,1
TX0036066,2026-04-16 02:02:00,QC,E-commerce,Grocery,Everyday,198.51,0.9387011151513879,Critical,"international, unusual hour",0
TX0039362,2026-04-20 21:24:00,QC,E-commerce,Digital services,Small business,89.17,0.938554631990539,Critical,"international, distance anomaly",0
TX0053489,2026-06-25 03:39:00,MB,Point of sale,Travel,Everyday,1045.76,0.9385376497667415,Critical,"international, high amount, unusual hour",0
TX0053925,2026-03-28 14:54:00,SK,E-commerce,Digital services,Student,208.11,0.9385035675457534,Critical,international,0
TX0049768,2026-05-08 05:41:00,ON,E-commerce,Dining,Affluent,376.97,0.938410132523583,Critical,international,1
TX0014432,2026-01-12 20:54:00,ON,E-commerce,Travel,Small business,660.78,0.9382861860689573,Critical,"international, high amount",0
TX0011604,2026-06-04 01:05:00,BC,E-commerce,Cash,Everyday,1323.61,0.9382839219753045,Critical,"high amount, unusual hour",0
TX0041381,2026-08-06 11:49:00,SK,Point of sale,Grocery,Affluent,1305.46,0.9382598555587619,Critical,"high velocity, high amount",0
TX0035968,2026-03-10 08:25:00,QC,E-commerce,Grocery,Affluent,556.87,0.938247159744199,Critical,"high amount, distance anomaly",0
TX0059170,2026-01-24 08:24:00,ON,E-commerce,Fuel,Everyday,151.26,0.9382222942068316,Critical,international,0
TX0034388,2026-01-27 00:49:00,QC,E-commerce,Electronics,Affluent,657.3,0.9382104729752719,Critical,"high amount, unusual hour",0
TX0028577,2026-03-31 05:55:00,QC,E-commerce,Digital services,Small business,29.48,0.9380215079086549,Critical,international,0
TX0046928,2026-04-22 13:31:00,ON,Point of sale,Electronics,Student,1609.28,0.9379746966446805,Critical,high amount,0
TX0052245,2026-01-10 04:22:00,ON,E-commerce,Other,Student,249.17,0.9379554100326281,Critical,"international, unusual hour",0
TX0041851,2026-01-12 03:56:00,ON,Point of sale,Cash,Affluent,750.34,0.9379375087563024,Critical,"international, high amount, unusual hour",0
TX0039338,2026-07-07 18:55:00,BC,Mobile wallet,Grocery,Everyday,235.14,0.9378020380247923,Critical,"international, distance anomaly",0
TX0010601,2026-04-09 14:55:00,BC,E-commerce,Fuel,Everyday,502.74,0.9376894956668496,Critical,"international, high amount",1
TX0055158,2026-02-13 01:23:00,BC,E-commerce,Cash,Affluent,126.72,0.9376449425862629,Critical,"international, unusual hour",0
TX0034370,2026-03-19 05:35:00,ON,E-commerce,Travel,Affluent,409.21,0.9376311165914635,Critical,international,0
TX0013563,2026-03-19 01:43:00,ON,E-commerce,Travel,Student,259.1,0.937527403993378,Critical,"international, unusual hour",1
TX0026608,2026-07-28 21:57:00,ON,ATM,Travel,Affluent,1942.84,0.9374763423715459,Critical,high amount,0
TX0038737,2026-06-20 23:33:00,AB,Mobile wallet,Electronics,Everyday,1028.35,0.9374667244514819,Critical,"high amount, unusual hour",0
TX0022169,2026-06-01 00:17:00,ON,E-commerce,Fuel,Everyday,15.36,0.9374652458320947,Critical,"international, low device trust, unusual hour",0
TX0015195,2026-02-02 03:46:00,QC,E-commerce,Other,Everyday,245.45,0.9373579246358131,Critical,"international, unusual hour",0
TX0010422,2026-04-07 20:45:00,BC,Mobile wallet,Fuel,Everyday,1488.63,0.9372864559302098,Critical,high amount,0
TX0037207,2026-06-19 00:28:00,AB,E-commerce,Fuel,Small business,649.96,0.9370935317557517,Critical,"high velocity, high amount, unusual hour",0
TX0029552,2026-05-18 01:26:00,BC,Mobile wallet,Grocery,Affluent,123.7,0.9370401246926923,Critical,"international, unusual hour",0
TX0005521,2026-03-19 01:37:00,QC,E-commerce,Fuel,Student,343.51,0.9370031222491667,Critical,"international, unusual hour",0
TX0029037,2026-08-20 00:29:00,MB,E-commerce,Digital services,Everyday,21.96,0.9369213299074078,Critical,"international, unusual hour",0
TX0056357,2026-02-04 00:16:00,QC,Mobile wallet,Digital services,Student,92.65,0.936849698871438,Critical,"international, unusual hour",0
TX0031508,2026-04-18 22:32:00,AB,E-commerce,Travel,Affluent,272.21,0.936752793999951,Critical,international,0
TX0039459,2026-02-09 11:09:00,ON,E-commerce,Dining,Everyday,13.37,0.9367218989930804,Critical,"international, low device trust",0
TX0029560,2026-03-28 01:13:00,QC,E-commerce,Travel,Everyday,343.41,0.9365964354141955,Critical,"international, unusual hour",0
