transaction_id,customer_id,event_ts,province,channel,merchant_category,customer_segment,amount_cad,is_international,is_card_present,device_trust_score,account_age_days,transactions_24h,distance_from_home_km,hour_of_day,is_fraud,event_date,week_start,risk_score,is_alert,risk_tier,reason_code
TX0016809,C007083,2026-01-02 19:26:00,ON,Point of sale,Dining,Small business,21.91,0,1,74.1,5000,3,15.8,19,0,2026-01-02,2025-12-29,0.1282880776007073,0,Low,combined behavioural signal
TX0021317,C006802,2026-01-02 19:28:00,ON,Recurring,Grocery,Affluent,64.85,0,0,84.3,2746,5,59.9,19,0,2026-01-02,2025-12-29,0.2796506306652263,0,Guarded,combined behavioural signal
TX0057709,C002453,2026-01-02 19:44:00,AB,ATM,Fuel,Everyday,372.26,0,0,91.6,883,7,1.9,19,0,2026-01-02,2025-12-29,0.34525104545308294,0,Guarded,combined behavioural signal
TX0006223,C011233,2026-01-02 19:48:00,AB,Point of sale,Grocery,New-to-bank,75.11,0,1,38.0,387,3,3.1,19,0,2026-01-02,2025-12-29,0.21755210787206383,0,Low,combined behavioural signal
TX0002179,C007272,2026-01-02 19:54:00,ON,Recurring,Travel,Everyday,287.57,0,0,65.6,763,7,17.7,19,0,2026-01-02,2025-12-29,0.39280952256583285,0,Guarded,combined behavioural signal
TX0050205,C014099,2026-01-02 19:54:00,QC,Mobile wallet,Dining,Student,33.14,0,0,75.5,1424,3,46.6,19,0,2026-01-02,2025-12-29,0.27890807753526253,0,Guarded,combined behavioural signal
TX0016132,C011607,2026-01-02 19:55:00,BC,Point of sale,Grocery,Everyday,25.77,0,1,100.0,681,2,25.2,19,0,2026-01-02,2025-12-29,0.06456332958498681,0,Low,combined behavioural signal
TX0040886,C011318,2026-01-02 20:30:00,BC,ATM,Grocery,Student,92.35,0,0,75.7,2101,3,7.5,20,0,2026-01-02,2025-12-29,0.14124098928126466,0,Low,combined behavioural signal
TX0044276,C010193,2026-01-02 20:30:00,ON,Mobile wallet,Dining,Student,312.85,0,0,96.9,558,4,8.0,20,0,2026-01-02,2025-12-29,0.31662969517512657,0,Guarded,combined behavioural signal
TX0046930,C000170,2026-01-02 20:37:00,NS,Point of sale,Electronics,Everyday,96.96,0,1,67.2,1639,6,107.0,20,0,2026-01-02,2025-12-29,0.4050841978149887,0,Guarded,combined behavioural signal
TX0030984,C005826,2026-01-02 20:37:00,QC,Point of sale,Electronics,Affluent,79.0,0,1,59.6,802,3,40.7,20,0,2026-01-02,2025-12-29,0.31880296203812114,0,Guarded,combined behavioural signal
TX0010806,C006646,2026-01-02 20:38:00,ON,Point of sale,Travel,Affluent,360.9,1,1,60.6,461,3,73.3,20,0,2026-01-02,2025-12-29,0.8019557592783636,1,Critical,international
TX0058053,C003228,2026-01-02 20:48:00,ON,E-commerce,Other,Small business,25.56,0,0,40.2,953,5,25.3,20,0,2026-01-02,2025-12-29,0.5603352240354489,0,High,combined behavioural signal
TX0023191,C005446,2026-01-02 20:50:00,QC,E-commerce,Dining,New-to-bank,298.52,0,0,100.0,1343,1,3.2,20,1,2026-01-02,2025-12-29,0.33091829917525345,0,Guarded,combined behavioural signal
TX0049173,C013786,2026-01-02 20:50:00,ON,Point of sale,Electronics,Everyday,24.71,0,1,82.7,1065,4,7.7,20,0,2026-01-02,2025-12-29,0.17239636800755173,0,Low,combined behavioural signal
TX0034539,C002986,2026-01-02 20:53:00,ON,Mobile wallet,Electronics,Student,199.58,0,0,50.4,256,5,8.4,20,0,2026-01-02,2025-12-29,0.5805320844792634,0,High,combined behavioural signal
TX0014649,C004894,2026-01-02 20:57:00,QC,E-commerce,Electronics,Everyday,441.97,0,0,100.0,707,4,55.6,20,0,2026-01-02,2025-12-29,0.7077892040649415,1,High,combined behavioural signal
TX0029926,C003318,2026-01-02 20:59:00,ON,Point of sale,Other,Student,111.95,0,1,85.8,986,1,30.0,20,0,2026-01-02,2025-12-29,0.10617982871994305,0,Low,combined behavioural signal
TX0035029,C013120,2026-01-02 21:14:00,BC,Recurring,Grocery,Everyday,17.46,0,0,87.7,94,3,135.1,21,0,2026-01-02,2025-12-29,0.15379835485340662,0,Low,distance anomaly
TX0007845,C011505,2026-01-02 21:17:00,ON,E-commerce,Dining,Affluent,24.67,0,0,68.6,527,4,15.3,21,0,2026-01-02,2025-12-29,0.44283418830089705,0,Guarded,combined behavioural signal
TX0002631,C014101,2026-01-02 21:25:00,BC,E-commerce,Grocery,Everyday,28.42,0,0,54.5,210,1,34.6,21,0,2026-01-02,2025-12-29,0.30417058657269036,0,Guarded,combined behavioural signal
TX0025070,C003624,2026-01-02 21:26:00,ON,Recurring,Cash,Everyday,142.28,0,0,49.2,1141,5,18.0,21,0,2026-01-02,2025-12-29,0.2761661304383557,0,Guarded,combined behavioural signal
TX0043575,C008115,2026-01-02 21:26:00,ON,Mobile wallet,Electronics,Everyday,19.76,0,0,62.8,2548,5,31.1,21,0,2026-01-02,2025-12-29,0.4686584197959104,0,Guarded,combined behavioural signal
TX0040017,C013440,2026-01-02 21:30:00,QC,E-commerce,Digital services,Everyday,80.38,0,0,100.0,1457,2,45.0,21,0,2026-01-02,2025-12-29,0.3876780654659754,0,Guarded,combined behavioural signal
TX0024449,C006113,2026-01-02 21:30:00,QC,E-commerce,Travel,Affluent,55.54,0,0,100.0,1702,4,71.3,21,0,2026-01-02,2025-12-29,0.4375309923121027,0,Guarded,combined behavioural signal
TX0059180,C011022,2026-01-02 21:43:00,QC,Point of sale,Other,Student,30.04,0,1,100.0,2561,3,68.9,21,0,2026-01-02,2025-12-29,0.14457495546615068,0,Low,combined behavioural signal
TX0016735,C010139,2026-01-02 21:49:00,QC,Recurring,Electronics,New-to-bank,68.92,0,0,45.4,2579,1,1.6,21,0,2026-01-02,2025-12-29,0.2416840507819299,0,Low,combined behavioural signal
TX0044761,C010060,2026-01-02 21:56:00,ON,ATM,Travel,Affluent,4.06,0,0,68.3,658,4,11.2,21,0,2026-01-02,2025-12-29,0.15998189289616843,0,Low,combined behavioural signal
TX0024111,C005601,2026-01-02 22:03:00,QC,E-commerce,Grocery,Everyday,22.71,0,0,60.3,2633,2,79.4,22,0,2026-01-02,2025-12-29,0.45912268562465924,0,Guarded,combined behavioural signal
TX0033580,C008379,2026-01-02 22:04:00,BC,E-commerce,Grocery,New-to-bank,22.23,0,0,69.4,1270,2,91.3,22,0,2026-01-02,2025-12-29,0.3882244776948053,0,Guarded,combined behavioural signal
TX0028480,C013875,2026-01-02 22:09:00,QC,E-commerce,Grocery,Everyday,40.77,0,0,19.3,712,3,11.3,22,0,2026-01-02,2025-12-29,0.5539263899461484,0,High,low device trust
TX0038128,C005149,2026-01-02 22:12:00,QC,Mobile wallet,Fuel,Small business,37.05,0,0,86.0,521,5,30.9,22,0,2026-01-02,2025-12-29,0.22556193810266217,0,Low,combined behavioural signal
TX0025657,C008189,2026-01-02 22:14:00,QC,E-commerce,Fuel,Everyday,99.03,0,0,82.2,120,2,3.4,22,0,2026-01-02,2025-12-29,0.27040959456345187,0,Guarded,combined behavioural signal
TX0001639,C013683,2026-01-02 22:22:00,NS,Point of sale,Fuel,Everyday,39.05,0,1,100.0,487,3,43.1,22,0,2026-01-02,2025-12-29,0.06650167120442521,0,Low,combined behavioural signal
TX0007785,C012551,2026-01-02 22:22:00,BC,Point of sale,Grocery,Everyday,22.45,0,1,80.1,368,3,12.6,22,0,2026-01-02,2025-12-29,0.08808325624202272,0,Low,combined behavioural signal
TX0006256,C002079,2026-01-02 22:23:00,ON,Point of sale,Dining,New-to-bank,80.33,0,1,72.2,1028,1,36.4,22,0,2026-01-02,2025-12-29,0.10395745993606746,0,Low,combined behavioural signal
TX0054954,C014044,2026-01-02 22:33:00,ON,Point of sale,Electronics,New-to-bank,105.54,0,1,75.6,236,3,6.4,22,0,2026-01-02,2025-12-29,0.18237101096127453,0,Low,combined behavioural signal
TX0015917,C004627,2026-01-02 22:41:00,ON,Mobile wallet,Cash,New-to-bank,204.75,0,0,34.9,177,4,14.2,22,0,2026-01-02,2025-12-29,0.4511302674229814,0,Guarded,low device trust
TX0033957,C014534,2026-01-02 22:49:00,MB,Point of sale,Fuel,New-to-bank,108.6,0,1,73.6,825,5,18.8,22,0,2026-01-02,2025-12-29,0.18329020105478225,0,Low,combined behavioural signal
TX0051069,C014713,2026-01-02 22:52:00,ON,Point of sale,Travel,Everyday,38.7,0,1,90.9,878,3,45.8,22,0,2026-01-02,2025-12-29,0.09358219452637596,0,Low,combined behavioural signal
TX0025179,C014030,2026-01-02 22:54:00,NB,Point of sale,Fuel,Everyday,360.99,0,1,51.4,2449,3,79.2,22,0,2026-01-02,2025-12-29,0.3283316744174335,0,Guarded,combined behavioural signal
TX0056445,C010342,2026-01-02 23:00:00,QC,E-commerce,Cash,Everyday,78.34,0,0,46.3,1393,3,25.9,23,0,2026-01-02,2025-12-29,0.46910204971972874,0,Guarded,unusual hour
TX0020915,C004404,2026-01-02 23:02:00,ON,Point of sale,Grocery,Everyday,207.33,0,1,66.3,1330,5,38.6,23,0,2026-01-02,2025-12-29,0.27203624805628857,0,Guarded,unusual hour
TX0013024,C001740,2026-01-02 23:10:00,ON,Point of sale,Electronics,Small business,83.65,0,1,61.5,757,5,3.4,23,0,2026-01-02,2025-12-29,0.23459925883437172,0,Low,unusual hour
TX0044189,C010725,2026-01-02 23:21:00,QC,Mobile wallet,Grocery,Everyday,97.44,0,0,59.2,402,2,11.8,23,0,2026-01-02,2025-12-29,0.243708575947072,0,Low,unusual hour
TX0010309,C005434,2026-01-02 23:31:00,QC,Point of sale,Dining,Small business,178.6,0,1,86.7,171,4,10.8,23,0,2026-01-02,2025-12-29,0.12751848922966072,0,Low,unusual hour
TX0038474,C007324,2026-01-02 23:31:00,QC,E-commerce,Electronics,Affluent,382.63,1,0,49.6,2677,3,14.0,23,0,2026-01-02,2025-12-29,0.9674565759952544,1,Critical,"international, unusual hour"
TX0039428,C003574,2026-01-02 23:42:00,ON,Point of sale,Electronics,Everyday,148.58,0,1,85.3,475,4,57.9,23,0,2026-01-02,2025-12-29,0.24104289143643123,0,Low,unusual hour
TX0049248,C003089,2026-01-02 23:47:00,ON,Mobile wallet,Fuel,New-to-bank,120.48,0,0,77.3,691,4,10.4,23,0,2026-01-02,2025-12-29,0.25883342543634064,0,Guarded,unusual hour
TX0032841,C008157,2026-01-02 23:53:00,ON,E-commerce,Grocery,Small business,132.14,0,0,56.1,2119,2,22.5,23,0,2026-01-02,2025-12-29,0.3891064260145565,0,Guarded,unusual hour
TX0010205,C001544,2026-01-02 23:54:00,MB,ATM,Other,Everyday,25.62,0,0,70.4,435,3,4.7,23,0,2026-01-02,2025-12-29,0.1210208316402227,0,Low,unusual hour
TX0034057,C000485,2026-01-02 23:57:00,NB,Point of sale,Electronics,New-to-bank,469.79,1,1,85.3,250,5,26.3,23,0,2026-01-02,2025-12-29,0.815530070758503,1,Critical,"international, unusual hour"
TX0025382,C014558,2026-01-02 23:59:00,QC,Mobile wallet,Dining,Everyday,69.52,0,0,88.5,1230,5,70.9,23,0,2026-01-02,2025-12-29,0.32679033303784494,0,Guarded,unusual hour
TX0004227,C010189,2026-01-03 00:03:00,ON,Mobile wallet,Fuel,Everyday,94.35,0,0,73.3,350,4,43.7,0,0,2026-01-03,2025-12-29,0.4033703479857544,0,Guarded,unusual hour
TX0029471,C001824,2026-01-03 00:03:00,NS,Point of sale,Other,Affluent,153.29,0,1,79.7,1806,3,6.5,0,0,2026-01-03,2025-12-29,0.24606482311298747,0,Low,unusual hour
TX0029956,C006458,2026-01-03 00:04:00,ON,Mobile wallet,Grocery,Small business,17.01,1,0,78.1,1903,5,23.5,0,0,2026-01-03,2025-12-29,0.8022189254480455,1,Critical,"international, unusual hour"
TX0024863,C014121,2026-01-03 00:11:00,ON,Point of sale,Digital services,Small business,12.29,0,1,76.8,1381,6,2.4,0,0,2026-01-03,2025-12-29,0.31098443609935267,0,Guarded,unusual hour
TX0046076,C008845,2026-01-03 00:15:00,ON,E-commerce,Electronics,Everyday,50.02,0,0,76.7,1661,3,16.5,0,0,2026-01-03,2025-12-29,0.5844518477479453,0,High,unusual hour
TX0054128,C007032,2026-01-03 00:25:00,QC,Mobile wallet,Travel,Affluent,43.14,1,0,55.2,824,4,24.9,0,0,2026-01-03,2025-12-29,0.8775646694965418,1,Critical,"international, unusual hour"
TX0040736,C011857,2026-01-03 00:34:00,ON,E-commerce,Digital services,Affluent,43.41,0,0,60.1,834,5,8.2,0,0,2026-01-03,2025-12-29,0.7547738259541736,1,Critical,unusual hour
TX0028422,C003767,2026-01-03 00:37:00,ON,Point of sale,Grocery,Everyday,44.33,0,1,71.2,226,4,60.5,0,0,2026-01-03,2025-12-29,0.25782615319443425,0,Guarded,unusual hour
TX0012724,C005980,2026-01-03 00:44:00,ON,Mobile wallet,Other,Everyday,12.17,0,0,64.3,402,7,3.6,0,0,2026-01-03,2025-12-29,0.5300443304975635,0,High,unusual hour
TX0058083,C010906,2026-01-03 00:47:00,BC,E-commerce,Travel,Student,322.39,0,0,100.0,1098,3,95.0,0,0,2026-01-03,2025-12-29,0.6155994534839503,0,High,unusual hour
TX0015881,C002073,2026-01-03 00:50:00,MB,ATM,Fuel,Everyday,145.25,0,0,52.4,770,5,43.4,0,0,2026-01-03,2025-12-29,0.4039321960514795,0,Guarded,unusual hour
TX0051016,C011966,2026-01-03 00:52:00,BC,Point of sale,Fuel,Everyday,105.4,0,1,64.8,354,4,12.8,0,0,2026-01-03,2025-12-29,0.22875789627827114,0,Low,unusual hour
TX0052623,C014781,2026-01-03 00:55:00,AB,Point of sale,Grocery,Everyday,538.12,0,1,70.0,146,2,17.0,0,0,2026-01-03,2025-12-29,0.4145755341721567,0,Guarded,"high amount, unusual hour"
TX0007024,C010903,2026-01-03 00:56:00,ON,E-commerce,Grocery,Everyday,102.44,0,0,100.0,969,3,22.3,0,0,2026-01-03,2025-12-29,0.41137903524624353,0,Guarded,unusual hour
TX0019283,C010895,2026-01-03 01:02:00,ON,Mobile wallet,Grocery,Everyday,46.73,0,0,68.3,1460,7,14.4,1,0,2026-01-03,2025-12-29,0.5345206179489,0,High,unusual hour
TX0036971,C008486,2026-01-03 01:08:00,MB,Point of sale,Other,Everyday,30.81,0,1,62.4,1548,2,1.0,1,0,2026-01-03,2025-12-29,0.18425410581292764,0,Low,unusual hour
TX0039545,C006812,2026-01-03 01:11:00,QC,Point of sale,Other,New-to-bank,136.91,1,1,74.8,409,3,16.8,1,0,2026-01-03,2025-12-29,0.7116279194826899,1,High,"international, unusual hour"
TX0059701,C011464,2026-01-03 01:16:00,ON,Point of sale,Electronics,New-to-bank,39.8,0,1,53.6,1388,6,8.7,1,0,2026-01-03,2025-12-29,0.47462007038595155,0,Guarded,unusual hour
TX0008274,C008501,2026-01-03 01:18:00,QC,ATM,Other,Affluent,61.95,0,0,60.3,637,3,41.8,1,0,2026-01-03,2025-12-29,0.3538444349165298,0,Guarded,unusual hour
TX0009228,C013874,2026-01-03 01:22:00,AB,E-commerce,Dining,Student,23.37,0,0,100.0,751,4,20.6,1,0,2026-01-03,2025-12-29,0.4274154332921084,0,Guarded,unusual hour
TX0014834,C009417,2026-01-03 01:25:00,BC,Recurring,Grocery,New-to-bank,34.29,0,0,61.5,976,4,31.8,1,0,2026-01-03,2025-12-29,0.2751282492333607,0,Guarded,unusual hour
TX0034941,C009241,2026-01-03 01:27:00,QC,Recurring,Travel,Affluent,171.73,1,0,58.2,537,4,5.3,1,0,2026-01-03,2025-12-29,0.8123404124121661,1,Critical,"international, unusual hour"
TX0012070,C000980,2026-01-03 01:31:00,BC,E-commerce,Other,New-to-bank,189.66,0,0,64.7,1635,6,58.9,1,0,2026-01-03,2025-12-29,0.7909165242424885,1,Critical,unusual hour
TX0035876,C009653,2026-01-03 01:31:00,AB,E-commerce,Fuel,New-to-bank,140.76,0,0,63.5,1113,2,15.4,1,0,2026-01-03,2025-12-29,0.5331990924829377,0,High,unusual hour
TX0051828,C000967,2026-01-03 01:31:00,ON,Point of sale,Dining,Everyday,20.28,0,1,34.0,427,3,69.4,1,0,2026-01-03,2025-12-29,0.32807116770164824,0,Guarded,"low device trust, unusual hour"
TX0036151,C002646,2026-01-03 01:37:00,ON,Mobile wallet,Dining,Student,40.48,0,0,69.1,1144,5,84.7,1,0,2026-01-03,2025-12-29,0.5277841265358815,0,High,unusual hour
TX0002413,C004546,2026-01-03 01:47:00,AB,ATM,Grocery,Small business,98.34,0,0,76.4,120,5,21.0,1,0,2026-01-03,2025-12-29,0.2532781334497712,0,Guarded,unusual hour
TX0045477,C001101,2026-01-03 01:48:00,ON,Recurring,Electronics,Affluent,56.88,0,0,38.9,939,1,31.9,1,0,2026-01-03,2025-12-29,0.3949251006308283,0,Guarded,unusual hour
TX0016235,C004305,2026-01-03 01:58:00,MB,ATM,Fuel,Affluent,38.45,0,0,21.0,816,4,14.4,1,0,2026-01-03,2025-12-29,0.4306923429053745,0,Guarded,"low device trust, unusual hour"
TX0052897,C007340,2026-01-03 02:05:00,NB,Point of sale,Dining,Everyday,20.2,0,1,99.2,320,5,5.4,2,0,2026-01-03,2025-12-29,0.12588520219700186,0,Low,unusual hour
TX0013068,C008654,2026-01-03 02:08:00,AB,Point of sale,Fuel,New-to-bank,108.84,0,1,75.3,1090,3,13.1,2,0,2026-01-03,2025-12-29,0.20928303457193698,0,Low,unusual hour
TX0000748,C006638,2026-01-03 02:10:00,QC,E-commerce,Grocery,Small business,85.05,0,0,52.5,343,3,28.7,2,0,2026-01-03,2025-12-29,0.549957236049614,0,High,unusual hour
TX0017539,C000029,2026-01-03 02:15:00,AB,ATM,Grocery,Everyday,72.14,0,0,27.9,698,3,0.5,2,0,2026-01-03,2025-12-29,0.33301413882972003,0,Guarded,"low device trust, unusual hour"
TX0003833,C010641,2026-01-03 02:17:00,ON,E-commerce,Fuel,Student,81.48,0,0,77.4,726,3,8.3,2,0,2026-01-03,2025-12-29,0.447861475233484,0,Guarded,unusual hour
TX0024304,C009647,2026-01-03 02:17:00,AB,Point of sale,Dining,Student,36.74,0,1,57.0,156,1,9.7,2,0,2026-01-03,2025-12-29,0.16090632372258037,0,Low,unusual hour
TX0052261,C011717,2026-01-03 02:20:00,ON,Point of sale,Dining,Student,126.71,0,1,55.3,1850,4,125.3,2,0,2026-01-03,2025-12-29,0.4657427013703566,0,Guarded,"unusual hour, distance anomaly"
TX0027604,C012514,2026-01-03 02:23:00,NS,Point of sale,Dining,Everyday,14.59,1,1,57.8,1966,5,10.4,2,0,2026-01-03,2025-12-29,0.6897446646433815,1,High,"international, unusual hour"
TX0048999,C012530,2026-01-03 02:26:00,QC,Point of sale,Digital services,New-to-bank,17.04,0,1,84.7,690,3,33.7,2,0,2026-01-03,2025-12-29,0.24906624293481314,0,Low,unusual hour
TX0032003,C006186,2026-01-03 02:27:00,MB,Mobile wallet,Grocery,Everyday,22.92,0,0,97.7,1034,3,15.3,2,0,2026-01-03,2025-12-29,0.2243702187740714,0,Low,unusual hour
TX0032277,C009659,2026-01-03 02:30:00,ON,Point of sale,Digital services,Student,106.28,0,1,100.0,2953,4,16.0,2,0,2026-01-03,2025-12-29,0.2816870832213343,0,Guarded,unusual hour
TX0059109,C003925,2026-01-03 02:33:00,SK,Point of sale,Electronics,New-to-bank,73.66,0,1,98.7,1244,4,3.0,2,0,2026-01-03,2025-12-29,0.2243099623286682,0,Low,unusual hour
TX0032044,C002310,2026-01-03 02:36:00,BC,ATM,Dining,Everyday,54.35,0,0,65.4,227,3,21.1,2,0,2026-01-03,2025-12-29,0.19021717529606022,0,Low,unusual hour
TX0051812,C005558,2026-01-03 02:41:00,SK,Recurring,Travel,New-to-bank,160.52,0,0,100.0,715,2,18.3,2,0,2026-01-03,2025-12-29,0.1369228049600321,0,Low,unusual hour
TX0044139,C014536,2026-01-03 02:44:00,NS,E-commerce,Fuel,New-to-bank,113.76,0,0,72.5,582,3,2.3,2,0,2026-01-03,2025-12-29,0.4240564467236877,0,Guarded,unusual hour
TX0006139,C011465,2026-01-03 02:44:00,BC,E-commerce,Dining,Affluent,4.11,0,0,60.1,508,5,6.6,2,0,2026-01-03,2025-12-29,0.5967385393201876,0,High,unusual hour
TX0000816,C006221,2026-01-03 02:57:00,SK,Recurring,Grocery,New-to-bank,104.93,0,0,88.2,1279,5,97.4,2,0,2026-01-03,2025-12-29,0.3474427803292105,0,Guarded,unusual hour
TX0003836,C008657,2026-01-03 03:02:00,ON,Mobile wallet,Dining,Everyday,73.06,0,0,46.2,319,2,31.3,3,0,2026-01-03,2025-12-29,0.3769147999527594,0,Guarded,unusual hour
TX0051593,C006443,2026-01-03 03:10:00,AB,Mobile wallet,Other,Everyday,54.27,0,0,37.1,2778,4,39.2,3,0,2026-01-03,2025-12-29,0.6075739061465012,0,High,unusual hour
TX0059133,C001316,2026-01-03 03:19:00,QC,Recurring,Dining,Affluent,39.76,0,0,74.2,151,8,29.1,3,0,2026-01-03,2025-12-29,0.4612663823782711,0,Guarded,"high velocity, unusual hour"
TX0012030,C004445,2026-01-03 03:20:00,ON,ATM,Other,Affluent,35.47,0,0,50.8,2768,6,14.1,3,0,2026-01-03,2025-12-29,0.4859566657725986,0,Guarded,unusual hour
TX0041965,C001769,2026-01-03 03:20:00,BC,E-commerce,Electronics,Everyday,240.21,0,0,68.9,1417,2,73.1,3,0,2026-01-03,2025-12-29,0.7048894412058299,1,High,unusual hour
TX0039132,C003431,2026-01-03 03:22:00,QC,Point of sale,Grocery,Everyday,129.9,0,1,49.2,1057,3,44.7,3,0,2026-01-03,2025-12-29,0.33182241491041253,0,Guarded,unusual hour
TX0022950,C001471,2026-01-03 03:23:00,QC,Point of sale,Other,New-to-bank,188.93,0,1,76.7,1723,6,30.8,3,0,2026-01-03,2025-12-29,0.4421851091584843,0,Guarded,unusual hour
TX0054494,C007466,2026-01-03 03:23:00,QC,Point of sale,Grocery,Everyday,34.27,0,1,88.1,1136,5,39.8,3,0,2026-01-03,2025-12-29,0.23460346244209676,0,Low,unusual hour
TX0044973,C007817,2026-01-03 03:45:00,AB,Point of sale,Travel,Everyday,413.16,1,1,55.9,550,3,20.7,3,0,2026-01-03,2025-12-29,0.8286929713425141,1,Critical,"international, unusual hour"
TX0034922,C014992,2026-01-03 03:50:00,BC,Point of sale,Other,Everyday,99.76,0,1,79.8,1084,5,27.1,3,0,2026-01-03,2025-12-29,0.26591131137148794,0,Guarded,unusual hour
TX0024345,C005672,2026-01-03 03:54:00,AB,Point of sale,Dining,New-to-bank,19.06,0,1,70.3,556,5,27.8,3,0,2026-01-03,2025-12-29,0.26560043156769036,0,Guarded,unusual hour
TX0049467,C009750,2026-01-03 04:04:00,QC,Recurring,Travel,Student,88.63,0,0,64.7,553,4,44.8,4,0,2026-01-03,2025-12-29,0.29924991830943026,0,Guarded,unusual hour
TX0028684,C008590,2026-01-03 04:16:00,NS,ATM,Other,Everyday,22.17,0,0,81.2,1324,4,85.8,4,0,2026-01-03,2025-12-29,0.23445966849220726,0,Low,unusual hour
TX0007675,C011350,2026-01-03 04:19:00,ON,Point of sale,Grocery,Everyday,47.24,0,1,100.0,1260,4,67.4,4,0,2026-01-03,2025-12-29,0.18381544543549297,0,Low,unusual hour
TX0025941,C014674,2026-01-03 04:22:00,BC,E-commerce,Dining,Student,208.51,0,0,72.7,2550,3,73.9,4,0,2026-01-03,2025-12-29,0.6433345443977194,1,High,unusual hour
TX0021556,C006399,2026-01-03 04:25:00,ON,Recurring,Other,Everyday,57.08,0,0,84.1,216,3,40.6,4,0,2026-01-03,2025-12-29,0.19584342262522325,0,Low,unusual hour
TX0016936,C009629,2026-01-03 04:35:00,ON,E-commerce,Grocery,Affluent,65.64,0,0,88.5,1299,4,14.0,4,0,2026-01-03,2025-12-29,0.5163068521128295,0,High,unusual hour
TX0003285,C008310,2026-01-03 04:37:00,AB,Point of sale,Fuel,Small business,90.65,1,1,100.0,233,3,25.1,4,0,2026-01-03,2025-12-29,0.47370407606227727,0,Guarded,"international, unusual hour"
TX0037518,C007430,2026-01-03 04:45:00,ON,Point of sale,Grocery,Student,13.87,0,1,66.7,1039,4,1.6,4,0,2026-01-03,2025-12-29,0.20580127500026196,0,Low,unusual hour
TX0034550,C013806,2026-01-03 04:47:00,AB,Point of sale,Digital services,Small business,59.31,0,1,78.5,407,2,39.3,4,0,2026-01-03,2025-12-29,0.19960783721836792,0,Low,unusual hour
TX0052459,C012054,2026-01-03 04:49:00,QC,E-commerce,Digital services,Everyday,120.83,0,0,89.6,2370,4,47.7,4,0,2026-01-03,2025-12-29,0.671230493505099,1,High,unusual hour
TX0037098,C012266,2026-01-03 04:50:00,ON,E-commerce,Other,Affluent,25.12,0,0,82.2,397,6,8.2,4,0,2026-01-03,2025-12-29,0.6167122771587743,0,High,unusual hour
TX0047594,C003402,2026-01-03 04:53:00,NS,Recurring,Dining,New-to-bank,43.88,0,0,74.9,676,2,35.9,4,0,2026-01-03,2025-12-29,0.14458226143560074,0,Low,unusual hour
TX0046495,C000284,2026-01-03 05:00:00,AB,E-commerce,Dining,New-to-bank,26.91,0,0,68.5,896,3,37.1,5,0,2026-01-03,2025-12-29,0.5038569265693018,0,High,combined behavioural signal
TX0044057,C012742,2026-01-03 05:02:00,QC,Point of sale,Grocery,Small business,26.62,0,1,59.1,554,7,65.3,5,0,2026-01-03,2025-12-29,0.38221990110909443,0,Guarded,combined behavioural signal
TX0016907,C008522,2026-01-03 05:11:00,AB,E-commerce,Grocery,Everyday,130.67,0,0,36.9,1563,4,23.8,5,0,2026-01-03,2025-12-29,0.7131727660181559,1,High,combined behavioural signal
TX0029430,C010627,2026-01-03 05:22:00,QC,E-commerce,Grocery,Everyday,28.76,0,0,63.1,1302,7,28.0,5,0,2026-01-03,2025-12-29,0.6992461411277782,1,High,combined behavioural signal
TX0014005,C014004,2026-01-03 05:27:00,QC,Recurring,Cash,Affluent,216.9,0,0,72.2,246,3,13.2,5,0,2026-01-03,2025-12-29,0.29421263429505917,0,Guarded,combined behavioural signal
TX0017657,C009366,2026-01-03 05:31:00,QC,Point of sale,Electronics,Everyday,53.41,0,1,100.0,364,2,61.9,5,0,2026-01-03,2025-12-29,0.1886297843166009,0,Low,combined behavioural signal
TX0049843,C002008,2026-01-03 05:39:00,BC,Point of sale,Grocery,Everyday,12.4,0,1,75.0,1246,8,13.6,5,0,2026-01-03,2025-12-29,0.31025719394994716,0,Guarded,high velocity
TX0046077,C014710,2026-01-03 05:57:00,BC,Point of sale,Other,New-to-bank,70.47,0,1,33.7,447,3,8.8,5,0,2026-01-03,2025-12-29,0.29245291878587365,0,Guarded,low device trust
TX0001979,C005852,2026-01-03 05:59:00,ON,Mobile wallet,Fuel,Affluent,133.07,0,0,37.9,748,2,5.8,5,0,2026-01-03,2025-12-29,0.45781471803382684,0,Guarded,combined behavioural signal
TX0025740,C009841,2026-01-03 06:10:00,ON,E-commerce,Fuel,Everyday,19.19,0,0,57.2,710,7,0.6,6,0,2026-01-03,2025-12-29,0.6289919282586859,0,High,combined behavioural signal
TX0050752,C009218,2026-01-03 06:14:00,AB,Mobile wallet,Digital services,Everyday,91.85,0,0,96.3,768,5,12.4,6,0,2026-01-03,2025-12-29,0.4357063411940867,0,Guarded,combined behavioural signal
TX0000022,C008056,2026-01-03 06:22:00,BC,Point of sale,Other,Everyday,18.09,1,1,64.7,895,2,8.1,6,0,2026-01-03,2025-12-29,0.546189504799624,0,High,international
TX0022493,C002281,2026-01-03 06:22:00,ON,E-commerce,Other,Everyday,54.8,1,0,67.6,1216,2,99.8,6,0,2026-01-03,2025-12-29,0.8992301834662612,1,Critical,international
